
Graph 1, order 15000.
1009 : 89 5453 9870;
1010 : 5380 6794 14962;
1011 : 7133 13194 14201;
1012 : 13350 11820 1956;
1013 : 11840 5754 10272;
1014 : 6119 5956 14964;
1015 : 6227 8163 11747;
1016 : 8704 7966 14650;
1017 : 10187 1249 558;
1018 : 8245 9319 5724;
1019 : 11026 6345 8175;
1020 : 12418 1987 6265;
1021 : 6712 9700 5729;
1022 : 11661 10639 12205;
1023 : 2648 12717 9773;
1024 : 10263 7203 12354;
1025 : 14795 5111 1397;
1026 : 9283 11233 11450;
1027 : 3026 6488 5515;
1028 : 9635 10560 3308;
1029 : 11217 12235 4989;
1030 : 7802 11844 13724;
1031 : 4366 6222 8939;
1032 : 715 14799 11399;
1033 : 4956 10364 7910;
1034 : 4462 11295 3523;
1035 : 7191 14325 13799;
1036 : 13540 12620 7987;
1037 : 4200 3718 6745;
1038 : 9216 3382 11734;
1039 : 7751 5680 4238;
1040 : 13220 7226 14107;
1041 : 255 1048 8543;
1042 : 14050 8574 13254;
1043 : 488 14021 14431;
1044 : 14539 5887 5164;
1045 : 7962 3876 1646;
1046 : 8813 12232 9461;
1047 : 10056 7831 12511;
1048 : 14255 1041 500;
1049 : 8423 360 7146;
1050 : 11253 10111 12757;
1051 : 13327 14799 11414;
1052 : 13569 10386 7533;
1053 : 9477 11994 13336;
1054 : 12421 11748 6359;
1055 : 4059 12717 545;
1056 : 9332 14940 10537;
1057 : 9764 7536 3961;
1058 : 8047 7206 13097;
1059 : 6385 10973 12832;
1060 : 7594 4382 14427;
1061 : 2091 1816 1990;
1062 : 1209 5068 1873;
1063 : 6178 12229 7773;
1064 : 0 7824 11847;
1065 : 11945 8778 2707;
1066 : 9021 4603 3186;
1067 : 1912 3041 934;
1068 : 13038 10527 13777;
1069 : 14769 7653 5424;
1070 : 6767 3695 10833;
1071 : 4810 14052 816;
1072 : 884 10794 4541;
1073 : 1175 9035 3441;
1074 : 1672 11245 12159;
1075 : 6099 14052 13900;
1076 : 9719 12556 77;
1077 : 12669 7342 3482;
1078 : 2763 8556 414;
1079 : 9268 13135 11684;
1080 : 7623 10708 9073;
1081 : 10422 11689 13504;
1082 : 12016 11435 4747;
1083 : 3053 7389 9945;
1084 : 368 13951 7129;
1085 : 8183 1849 4536;
1086 : 8330 9227 11184;
1087 : 13673 11339 8418;
1088 : 2074 8207 12286;
1089 : 9691 7471 3970;
1090 : 7883 11799 14282;
1091 : 6267 6691 7614;
1092 : 6521 7386 9554;
1093 : 9844 5957 14736;
1094 : 4707 10092 6122;
1095 : 2753 8130 11676;
1096 : 14017 7531 1002;
1097 : 11784 9012 2266;
1098 : 3719 14157 3525;
1099 : 12829 10525 9051;
1100 : 14973 1883 8748;
1101 : 14476 723 7719;
1102 : 8416 9652 9614;
1103 : 7610 10964 253;
1104 : 10949 5629 1134;
1105 : 8922 2990 7639;
1106 : 7635 8992 2534;
1107 : 6991 3287 14737;
1108 : 4031 10607 9864;
1109 : 3270 11260 13065;
1110 : 2540 171 6251;
1111 : 14691 12349 2554;
1112 : 5900 11810 9863;
1113 : 14762 2935 1523;
1114 : 2580 12809 12843;
1115 : 11969 14736 10827;
1116 : 2941 1492 10815;
1117 : 4467 7800 10310;
1118 : 7668 6528 7493;
1119 : 12979 5864 8578;
1120 : 7849 3675 6271;
1121 : 14735 13297 9991;
1122 : 705 4217 12109;
1123 : 3129 1556 12859;
1124 : 13150 13069 4019;
1125 : 2264 12945 5333;
1126 : 2755 2855 13051;
1127 : 8814 4097 10655;
1128 : 6996 520 7088;
1129 : 14709 8475 8979;
1130 : 10598 8737 13487;
1131 : 10994 3668 4690;
1132 : 5952 6105 310;
1133 : 8412 10288 2321;
1134 : 14737 2276 1104;
1135 : 732 12808 5521;
1136 : 7463 13405 11888;
1137 : 10680 10791 7374;
1138 : 10849 14317 13671;
1139 : 736 3940 4539;
1140 : 11358 8072 9553;
1141 : 11410 13729 8616;
1142 : 9231 11671 6331;
1143 : 10375 8285 10608;
1144 : 5429 6802 13296;
1145 : 1549 7137 13190;
1146 : 2206 10383 5311;
1147 : 14911 4208 11844;
1148 : 7384 5890 12779;
1149 : 2160 11728 11901;
1150 : 8269 5112 5567;
1151 : 8233 2851 11609;
1152 : 10024 7470 170;
1153 : 12148 14221 6244;
1154 : 6296 5127 10647;
1155 : 4998 14251 10970;
1156 : 12861 7272 3014;
1157 : 6225 12033 9126;
1158 : 4374 7901 14928;
1159 : 7573 9949 9728;
1160 : 13275 1190 2469;
1161 : 14000 8483 2073;
1162 : 8058 8506 14091;
1163 : 12512 12089 6526;
1164 : 3922 11521 8965;
1165 : 6881 14399 1580;
1166 : 10917 11902 13033;
1167 : 6884 13184 7942;
1168 : 8199 10999 8533;
1169 : 13208 11571 14491;
1170 : 13676 6089 9952;
1171 : 2409 6689 9077;
1172 : 11134 2876 1932;
1173 : 9941 3580 7337;
1174 : 12933 5783 4017;
1175 : 13239 1073 11051;
1176 : 5895 13704 5787;
1177 : 12159 3469 2101;
1178 : 6232 12211 14496;
1179 : 10641 14281 9366;
1180 : 10745 5219 9210;
1181 : 6871 3388 2070;
1182 : 12660 7151 5250;
1183 : 8640 9168 9085;
1184 : 7612 11277 10654;
1185 : 921 8630 9193;
1186 : 11359 4986 2297;
1187 : 11131 7055 10403;
1188 : 12025 5733 471;
1189 : 11024 14053 13579;
1190 : 365 7774 1160;
1191 : 8701 10133 3163;
1192 : 14906 4312 1909;
1193 : 13965 13099 11481;
1194 : 13156 9724 8914;
1195 : 6052 9911 1341;
1196 : 8529 2880 14280;
1197 : 10391 7676 11322;
1198 : 12537 5784 14983;
1199 : 12414 14644 5108;
1200 : 6984 7175 2341;
1201 : 14141 14069 13014;
1202 : 10790 345 3291;
1203 : 208 14308 6075;
1204 : 2412 8905 13672;
1205 : 9050 10191 14001;
1206 : 13741 8972 9477;
1207 : 9352 309 11558;
1208 : 6625 14399 11871;
1209 : 11374 11967 1062;
1210 : 7527 8134 11243;
1211 : 8128 96 601;
1212 : 6601 1620 11712;
1213 : 295 8118 1230;
1214 : 9427 2029 11971;
1215 : 8785 13686 10530;
1216 : 11648 14061 14720;
1217 : 5569 14475 3079;
1218 : 9865 12971 13823;
1219 : 1278 3243 11736;
1220 : 6659 2311 11419;
1221 : 9513 2961 5627;
1222 : 7027 11779 6046;
1223 : 12997 4329 14600;
1224 : 8482 7987 11318;
1225 : 11639 4784 9851;
1226 : 14567 9174 10274;
1227 : 6083 7874 6450;
1228 : 603 2518 11323;
1229 : 14861 13186 14248;
1230 : 1213 7686 4657;
1231 : 10185 4669 9824;
1232 : 13973 2439 11051;
1233 : 7519 9797 13363;
1234 : 12904 7253 5599;
1235 : 7646 4288 3209;
1236 : 4195 11480 7581;
1237 : 5170 455 5803;
1238 : 9711 10963 10240;
1239 : 13709 8868 13652;
1240 : 13976 8944 9473;
1241 : 11794 8432 8695;
1242 : 13248 13307 12110;
1243 : 8416 9962 5423;
1244 : 13949 3492 14542;
1245 : 14082 9629 4965;
1246 : 9215 3520 6169;
1247 : 9326 8851 13192;
1248 : 12207 2798 8885;
1249 : 7389 1017 492;
1250 : 5124 7817 14421;
1251 : 8830 7957 1943;
1252 : 11141 9268 9262;
1253 : 3834 9677 7926;
1254 : 4601 7499 14814;
1255 : 2976 11942 7632;
1256 : 7295 3624 10454;
1257 : 5820 8933 9144;
1258 : 5309 6307 3206;
1259 : 12699 10847 14635;
1260 : 9142 6540 2436;
1261 : 9442 2950 11473;
1262 : 5598 10555 10103;
1263 : 2112 1981 3162;
1264 : 1947 6376 6860;
1265 : 9454 5188 1423;
1266 : 5024 9444 13843;
1267 : 12483 5415 10615;
1268 : 8106 12790 5356;
1269 : 14546 5390 5891;
1270 : 750 5166 9136;
1271 : 6306 2473 10466;
1272 : 12127 11512 4015;
1273 : 9528 12863 3533;
1274 : 10453 12187 9103;
1275 : 1643 8251 13068;
1276 : 11506 1399 10142;
1277 : 674 5056 5418;
1278 : 1219 3184 12629;
1279 : 10054 2376 9198;
1280 : 10452 9632 1573;
1281 : 427 10084 3222;
1282 : 6792 3363 13526;
1283 : 7554 3428 10642;
1284 : 9672 11928 2126;
1285 : 7321 4913 8486;
1286 : 12837 4822 13956;
1287 : 4207 2424 7566;
1288 : 1384 8284 10459;
1289 : 5927 8530 7638;
1290 : 4603 7078 9288;
1291 : 14622 1828 12974;
1292 : 2983 10810 13308;
1293 : 10251 5522 11958;
1294 : 11392 6978 4143;
1295 : 3992 10780 10507;
1296 : 10780 11120 13154;
1297 : 11048 1638 8763;
1298 : 10798 157 14933;
1299 : 1548 3110 11630;
1300 : 3978 10885 285;
1301 : 13753 11521 13426;
1302 : 10042 5366 14131;
1303 : 9694 738 3134;
1304 : 911 9359 1562;
1305 : 13051 14503 172;
1306 : 9754 6499 7850;
1307 : 4078 13212 595;
1308 : 8263 13000 9181;
1309 : 13617 14105 13134;
1310 : 6876 834 14762;
1311 : 14966 14465 14086;
1312 : 7566 316 2262;
1313 : 3660 5828 5065;
1314 : 6147 14703 10602;
1315 : 13142 14375 11876;
1316 : 10852 13552 2241;
1317 : 12792 6664 12241;
1318 : 11312 3536 280;
1319 : 3298 7578 9493;
1320 : 3323 9073 6480;
1321 : 7530 10692 10266;
1322 : 6129 10368 937;
1323 : 6537 6083 11656;
1324 : 1753 14729 10189;
1325 : 11770 10729 4265;
1326 : 688 3615 10616;
1327 : 7736 6497 6827;
1328 : 7374 3362 8984;
1329 : 11798 3236 2601;
1330 : 3002 14988 13498;
1331 : 10269 7522 12987;
1332 : 9250 4450 10895;
1333 : 9804 5709 7779;
1334 : 12769 11905 13560;
1335 : 545 4623 12410;
1336 : 12067 6193 4010;
1337 : 12964 2108 11994;
1338 : 6484 3854 3014;
1339 : 4661 13309 12353;
1340 : 10158 10277 12007;
1341 : 9094 1195 13973;
1342 : 5457 6938 9274;
1343 : 11640 8676 14079;
1344 : 5189 10593 10880;
1345 : 3919 9222 5197;
1346 : 12115 13817 9561;
1347 : 13532 13422 9853;
1348 : 4492 12336 3649;
1349 : 8955 10320 13528;
1350 : 3417 11562 6136;
1351 : 725 8597 9750;
1352 : 9231 7799 6341;
1353 : 6885 3777 276;
1354 : 9755 1406 5467;
1355 : 11683 10289 1868;
1356 : 8621 3691 9481;
1357 : 13375 11511 13023;
1358 : 6148 13442 14548;
1359 : 9076 10184 9074;
1360 : 8963 505 6345;
1361 : 4784 5669 7385;
1362 : 10772 10296 8921;
1363 : 10127 5291 8292;
1364 : 9062 10015 2259;
1365 : 2594 9687 8137;
1366 : 7176 3511 13402;
1367 : 13531 1859 514;
1368 : 10314 14726 12630;
1369 : 12976 13598 9555;
1370 : 12838 9244 12648;
1371 : 7841 10904 4426;
1372 : 13127 4143 5067;
1373 : 6953 2828 12857;
1374 : 8742 4666 14227;
1375 : 997 3574 6101;
1376 : 6864 2467 2087;
1377 : 8666 7986 3302;
1378 : 3791 11518 10152;
1379 : 3447 8670 14780;
1380 : 4291 12753 8487;
1381 : 14502 13255 7618;
1382 : 14066 2583 12865;
1383 : 14519 11100 12441;
1384 : 12477 14027 1288;
1385 : 3177 3506 7315;
1386 : 882 5602 7432;
1387 : 6887 10438 7495;
1388 : 3325 9467 11978;
1389 : 5450 2500 10504;
1390 : 380 7189 985;
1391 : 10490 8891 14704;
1392 : 13175 5499 8849;
1393 : 9444 13227 12069;
1394 : 8576 5839 6177;
1395 : 13310 5809 3164;
1396 : 9497 11890 3856;
1397 : 10381 4551 1025;
1398 : 14082 798 10935;
1399 : 14514 8356 1276;
1400 : 2034 865 285;
1401 : 2251 1546 4716;
1402 : 9881 11878 2351;
1403 : 10096 7765 10718;
1404 : 5757 12038 9373;
1405 : 2495 12130 7527;
1406 : 14589 4714 1354;
1407 : 4740 306 2065;
1408 : 3810 14772 13892;
1409 : 7210 12153 9556;
1410 : 3893 8727 7216;
1411 : 12403 2724 2975;
1412 : 11301 13857 12857;
1413 : 5641 10953 7078;
1414 : 6735 4571 3468;
1415 : 3612 9263 12501;
1416 : 12874 13182 14397;
1417 : 7981 3705 5281;
1418 : 9287 8526 11473;
1419 : 12669 7103 2052;
1420 : 4088 1767 8957;
1421 : 7825 10422 14509;
1422 : 2818 14821 231;
1423 : 7627 1265 10698;
1424 : 7060 3348 5269;
1425 : 2519 11375 12813;
1426 : 5899 11995 6772;
1427 : 9214 7378 12652;
1428 : 2448 12944 4215;
1429 : 7090 10752 9149;
1430 : 632 3568 14322;
1431 : 9001 8804 1768;
1432 : 14951 9180 2077;
1433 : 2392 755 4279;
1434 : 12423 1629 9430;
1435 : 9433 4131 12075;
1436 : 13662 8102 12572;
1437 : 4336 3980 6828;
1438 : 9192 9286 12544;
1439 : 6489 6468 2011;
1440 : 9401 2206 11389;
1441 : 5643 14538 2132;
1442 : 10149 11189 423;
1443 : 6130 8032 12875;
1444 : 10910 10131 14907;
1445 : 4823 14611 9330;
1446 : 12492 145 11071;
1447 : 12796 9264 5508;
1448 : 6532 12109 6637;
1449 : 3465 14626 13290;
1450 : 11192 11039 4331;
1451 : 13909 5485 13551;
1452 : 12441 4502 13506;
1453 : 7216 1648 10588;
1454 : 12145 5295 478;
1455 : 2012 8895 12912;
1456 : 5268 9803 14072;
1457 : 2173 13883 5872;
1458 : 3026 11637 8562;
1459 : 9423 4778 12490;
1460 : 14648 14180 5283;
1461 : 14097 8142 1970;
1462 : 12012 9818 2697;
1463 : 9108 2440 14246;
1464 : 3217 10114 13416;
1465 : 4693 3087 9166;
1466 : 9866 10413 5350;
1467 : 8797 9423 14969;
1468 : 1771 9860 1853;
1469 : 11740 86 8316;
1470 : 626 5588 6662;
1471 : 14841 4757 13398;
1472 : 8324 7898 2798;
1473 : 4021 2313 10318;
1474 : 6051 12637 6569;
1475 : 9726 5065 6597;
1476 : 13939 5168 2343;
1477 : 7468 2070 14309;
1478 : 12650 13862 8792;
1479 : 10691 11481 3127;
1480 : 12770 10416 14522;
1481 : 2580 13174 10637;
1482 : 10960 10176 14386;
1483 : 13025 7703 2157;
1484 : 11881 13362 5536;
1485 : 10160 2818 9276;
1486 : 11959 808 12796;
1487 : 8705 12324 14149;
1488 : 8760 5199 13116;
1489 : 14875 13792 246;
1490 : 8214 11020 9074;
1491 : 8190 12590 9818;
1492 : 5798 11657 1116;
1493 : 767 698 5319;
1494 : 8746 12493 9474;
1495 : 8128 9238 7757;
1496 : 14420 5076 7399;
1497 : 871 12624 11438;
1498 : 7903 2761 786;
1499 : 11986 12500 11166;
1500 : 6824 9232 13607;
1501 : 204 13520 13019;
1502 : 7795 8136 8149;
1503 : 6549 11433 8262;
1504 : 14561 13595 827;
1505 : 9281 6569 8023;
1506 : 7069 11991 10038;
1507 : 12976 13624 9918;
1508 : 5234 4565 5791;
1509 : 6639 13147 280;
1510 : 8932 2833 10652;
1511 : 3323 117 12761;
1512 : 1804 12358 13081;
1513 : 14457 6738 2612;
1514 : 1541 5656 2624;
1515 : 732 14333 13294;
1516 : 13319 14555 4532;
1517 : 4576 9206 12247;
1518 : 3376 13578 10392;
1519 : 2895 12587 5073;
1520 : 6724 9921 13749;
1521 : 711 8725 5179;
1522 : 12847 3093 11606;
1523 : 1113 4929 12854;
1524 : 4790 6471 14696;
1525 : 514 4560 6589;
1526 : 13736 6631 10762;
1527 : 11579 11396 5938;
1528 : 14411 4739 9955;
1529 : 6755 6407 10568;
1530 : 2813 13525 14998;
1531 : 8376 10837 9866;
1532 : 3012 1907 1583;
1533 : 2701 643 2620;
1534 : 14989 14904 4417;
1535 : 12355 6651 3153;
1536 : 7894 12781 9501;
1537 : 5152 9378 13798;
1538 : 7171 7383 5674;
1539 : 11598 7976 7837;
1540 : 10203 7870 12210;
1541 : 2995 4587 1514;
1542 : 3852 13134 3324;
1543 : 11275 4110 2963;
1544 : 9837 6284 7576;
1545 : 11166 12223 12078;
1546 : 8090 1401 4362;
1547 : 14698 7777 10397;
1548 : 1299 79 8115;
1549 : 239 1145 5152;
1550 : 2858 8532 10595;
1551 : 11833 8113 8110;
1552 : 14790 12887 8499;
1553 : 13553 10921 13326;
1554 : 13947 2720 12898;
1555 : 7230 3330 8598;
1556 : 3349 11592 1123;
1557 : 1830 10544 10862;
1558 : 5485 10792 13612;
1559 : 4742 13830 12893;
1560 : 880 5274 7139;
1561 : 3048 11816 26;
1562 : 731 8177 1304;
1563 : 8576 2470 9247;
1564 : 6816 9357 10452;
1565 : 8374 6521 5868;
1566 : 14851 1814 5836;
1567 : 1843 8614 10725;
1568 : 13942 14341 8310;
1569 : 9157 12042 9181;
1570 : 3985 13093 12424;
1571 : 8707 8536 3240;
1572 : 2249 14560 9375;
1573 : 8152 4711 1280;
1574 : 13639 12032 6546;
1575 : 9992 10103 9849;
1576 : 14352 7974 2825;
1577 : 1803 13191 11330;
1578 : 11130 14244 2654;
1579 : 8995 3159 547;
1580 : 8202 13388 1165;
1581 : 5509 9384 582;
1582 : 8067 1940 6889;
1583 : 14706 5681 1532;
1584 : 7604 173 466;
1585 : 10410 698 1844;
1586 : 4099 13890 6406;
1587 : 7269 5975 7154;
1588 : 4057 2097 13272;
1589 : 13021 8765 2836;
1590 : 2200 10246 855;
1591 : 154 12575 6761;
1592 : 8655 11159 9262;
1593 : 8699 8475 9982;
1594 : 11327 14814 2179;
1595 : 6639 5760 11752;
1596 : 317 12551 7704;
1597 : 10018 14615 14230;
1598 : 555 1602 430;
1599 : 11687 2914 12345;
1600 : 3248 14570 13361;
1601 : 6773 853 4731;
1602 : 5364 1598 12701;
1603 : 8637 9341 5772;
1604 : 11291 6252 8627;
1605 : 10433 5057 10548;
1606 : 2233 6754 2209;
1607 : 2864 7364 8094;
1608 : 298 6573 12090;
1609 : 11955 6896 13240;
1610 : 7571 12115 6159;
1611 : 12794 10032 3702;
1612 : 12453 3968 13960;
1613 : 7951 14716 9541;
1614 : 4632 3167 14767;
1615 : 12682 13800 188;
1616 : 13075 9468 844;
1617 : 14500 6176 2143;
1618 : 7701 12911 13654;
1619 : 14693 7722 14946;
1620 : 12749 1212 3779;
1621 : 6960 12471 13454;
1622 : 10661 9265 6776;
1623 : 2306 9406 8460;
1624 : 9223 636 11787;
1625 : 401 9530 7798;
1626 : 4000 5676 9680;
1627 : 10663 10824 11069;
1628 : 11966 2136 5684;
1629 : 26 602 1434;
1630 : 7865 9345 3969;
1631 : 6500 6775 2071;
1632 : 10892 12036 8716;
1633 : 11369 5967 3847;
1634 : 10814 445 7745;
1635 : 909 14357 7880;
1636 : 3162 12599 4846;
1637 : 13523 5410 4722;
1638 : 1297 7449 6478;
1639 : 3991 13750 11541;
1640 : 9646 9012 13550;
1641 : 199 11710 14957;
1642 : 3367 5044 458;
1643 : 5882 14543 1275;
1644 : 13889 13903 4176;
1645 : 2687 12141 8334;
1646 : 13054 1045 9081;
1647 : 298 7632 2431;
1648 : 1453 13997 1958;
1649 : 13559 92 14656;
1650 : 13804 12492 434;
1651 : 8135 14271 470;
1652 : 3873 8951 10731;
1653 : 8114 5680 10828;
1654 : 9585 498 3341;
1655 : 13286 11298 972;
1656 : 9063 10329 10134;
1657 : 2804 3958 2846;
1658 : 2377 7726 14101;
1659 : 14613 4525 14604;
1660 : 14885 3544 3275;
1661 : 5893 6297 5039;
1662 : 3124 577 9429;
1663 : 12008 13177 5416;
1664 : 1819 6481 1979;
1665 : 5637 13651 11829;
1666 : 11649 11057 12899;
1667 : 14941 9065 13527;
1668 : 10232 5315 10099;
1669 : 6637 10867 11862;
1670 : 1726 5812 4981;
1671 : 11956 4154 2265;
1672 : 11909 1074 14816;
1673 : 2822 2350 7596;
1674 : 7173 14364 8314;
1675 : 10715 10445 13332;
1676 : 7470 1930 11001;
1677 : 12938 11513 9060;
1678 : 2112 14229 11948;
1679 : 14904 7819 2280;
1680 : 10703 8442 10780;
1681 : 14499 13211 13662;
1682 : 8949 14729 7777;
1683 : 908 2745 4653;
1684 : 14934 12549 2103;
1685 : 10216 1772 9102;
1686 : 7406 10946 5610;
1687 : 5173 3372 10027;
1688 : 10184 6604 8594;
1689 : 14742 7270 5042;
1690 : 4335 13837 6715;
1691 : 3840 346 10806;
1692 : 6982 10476 13775;
1693 : 12961 2909 1758;
1694 : 6490 3096 941;
1695 : 8142 1834 14080;
1696 : 2758 12432 245;
1697 : 10006 9012 6479;
1698 : 3656 12985 3470;
1699 : 3347 7992 12760;
1700 : 7664 7778 7790;
1701 : 14569 2407 8165;
1702 : 244 10910 203;
1703 : 7191 13730 13053;
1704 : 12663 3151 10873;
1705 : 4539 2653 4337;
1706 : 10999 3250 11570;
1707 : 10023 14332 3837;
1708 : 9964 8173 3456;
1709 : 10511 8871 4112;
1710 : 6064 4691 13426;
1711 : 7305 10842 14592;
1712 : 12829 4146 12725;
1713 : 8227 12522 6831;
1714 : 2254 11309 12189;
1715 : 67 2902 11669;
1716 : 2207 9504 1723;
1717 : 11207 9857 3700;
1718 : 2410 3138 2235;
1719 : 2168 4313 7492;
1720 : 9963 7330 9576;
1721 : 13793 4262 1949;
1722 : 6579 10312 13216;
1723 : 1716 9830 13143;
1724 : 10187 6280 13243;
1725 : 6356 10405 7137;
1726 : 14124 1670 4506;
1727 : 14746 2057 6132;
1728 : 8254 14412 8012;
1729 : 8934 101 9592;
1730 : 5606 10035 8642;
1731 : 2550 8070 10537;
1732 : 9033 4882 9247;
1733 : 12614 6987 2275;
1734 : 217 9326 8453;
1735 : 12268 14873 2692;
1736 : 13769 9142 11940;
1737 : 3916 6739 11035;
1738 : 11938 11007 13508;
1739 : 14111 6218 7521;
1740 : 11366 8610 11811;
1741 : 2170 11369 7603;
1742 : 9280 13812 12878;
1743 : 12276 12420 5113;
1744 : 3084 6629 12459;
1745 : 6220 3927 9091;
1746 : 4821 7239 5190;
1747 : 7637 14416 12065;
1748 : 7555 6 12498;
1749 : 3561 5495 1803;
1750 : 10265 11347 7504;
1751 : 10741 12913 12516;
1752 : 94 10208 8517;
1753 : 1324 7919 5381;
1754 : 4560 10293 10796;
1755 : 2348 13502 4280;
1756 : 8672 8911 11778;
1757 : 14654 6635 14628;
1758 : 1693 10756 13702;
1759 : 8760 3505 10773;
1760 : 10179 7655 8880;
1761 : 7051 10207 2123;
1762 : 4802 9015 6228;
1763 : 6580 6680 5660;
1764 : 9563 4127 987;
1765 : 11574 6504 11537;
1766 : 7818 3307 14942;
1767 : 12559 8920 1420;
1768 : 12287 10155 1431;
1769 : 10370 13327 11326;
1770 : 8270 1971 590;
1771 : 9761 7506 1468;
1772 : 9577 4749 1685;
1773 : 6370 9667 405;
1774 : 12755 12489 3656;
1775 : 11008 1995 7375;
1776 : 11718 8357 2553;
1777 : 12806 8446 608;
1778 : 6636 6033 13002;
1779 : 12372 11970 10223;
1780 : 10947 10091 8999;
1781 : 13050 12242 13311;
1782 : 6094 2861 14232;
1783 : 11608 12671 11254;
1784 : 14028 12824 7058;
1785 : 10481 8987 13103;
1786 : 9241 4576 11922;
1787 : 11166 12920 11175;
1788 : 9704 10828 10864;
1789 : 8456 12279 8068;
1790 : 5132 8082 10452;
1791 : 12397 7362 9770;
1792 : 9583 13194 5531;
1793 : 10175 3721 6836;
1794 : 14121 3733 5734;
1795 : 8274 13771 6100;
1796 : 4030 13348 12281;
1797 : 3585 14968 922;
1798 : 3927 9682 680;
1799 : 13154 3472 14416;
1800 : 5474 12535 4544;
1801 : 8823 13574 4246;
1802 : 6671 10356 12593;
1803 : 1577 8673 1749;
1804 : 1512 13380 14311;
1805 : 11987 11500 14068;
1806 : 6685 14617 5782;
1807 : 3813 14556 11593;
1808 : 10770 9828 8911;
1809 : 8918 8018 13572;
1810 : 607 8289 6292;
1811 : 4672 12578 2153;
1812 : 3418 9218 13909;
1813 : 2927 9416 10716;
1814 : 9382 1566 3083;
1815 : 8459 11758 4884;
1816 : 1061 6105 5108;
1817 : 7887 12831 14523;
1818 : 9899 1939 7807;
1819 : 6813 1664 4788;
1820 : 586 4832 12235;
1821 : 8082 14923 10797;
1822 : 12236 6065 10846;
1823 : 11015 10722 11548;
1824 : 8087 10394 10141;
1825 : 11848 10134 12001;
1826 : 9333 482 7440;
1827 : 11111 3999 12868;
1828 : 850 1291 5458;
1829 : 8910 1985 3121;
1830 : 1557 12763 3345;
1831 : 12835 12177 13296;
1832 : 13654 14783 7628;
1833 : 11620 10524 10411;
1834 : 12521 1695 4696;
1835 : 7947 2027 4474;
1836 : 2506 6766 2184;
1837 : 2903 8354 13318;
1838 : 13405 9549 12398;
1839 : 10989 8124 9305;
1840 : 13511 4823 8099;
1841 : 9698 14645 9124;
1842 : 13806 11527 7047;
1843 : 7972 1567 11382;
1844 : 1585 3670 10241;
1845 : 9591 2576 5777;
1846 : 5863 11569 5618;
1847 : 12957 3069 2623;
1848 : 2238 3005 4678;
1849 : 1085 6139 11595;
1850 : 4581 2140 6932;
1851 : 13167 8877 5022;
1852 : 13391 14388 9360;
1853 : 14751 8698 1468;
1854 : 13718 13072 137;
1855 : 6467 7577 8786;
1856 : 5059 7814 6236;
1857 : 6287 12857 14054;
1858 : 14683 14185 9566;
1859 : 1367 12640 14653;
1860 : 9014 4093 9466;
1861 : 10086 7709 2490;
1862 : 2292 2487 858;
1863 : 6601 7429 2820;
1864 : 14539 4607 6327;
1865 : 14481 7724 14362;
1866 : 6848 9059 14479;
1867 : 10649 12184 14822;
1868 : 1355 10216 14370;
1869 : 11668 1906 351;
1870 : 14252 8925 7587;
1871 : 12425 3141 12711;
1872 : 14242 13056 10746;
1873 : 4153 1062 2450;
1874 : 4052 10854 5633;
1875 : 9659 7409 2935;
1876 : 3675 11825 4229;
1877 : 7874 6875 4226;
1878 : 3090 3555 11658;
1879 : 14564 2881 8292;
1880 : 3460 13102 13349;
1881 : 11955 11422 11041;
1882 : 3536 9539 5862;
1883 : 845 10715 1100;
1884 : 7394 12022 14942;
1885 : 6214 2054 13938;
1886 : 11994 12414 6784;
1887 : 14372 13314 769;
1888 : 10218 13563 7077;
1889 : 12491 11741 14260;
1890 : 4183 7188 7889;
1891 : 559 3705 565;
1892 : 11746 3436 7661;
1893 : 5330 12947 13801;
1894 : 6265 9608 3808;
1895 : 13818 10478 14392;
1896 : 11380 8557 5857;
1897 : 4263 8272 10541;
1898 : 10613 8348 13645;
1899 : 7417 5958 7649;
1900 : 14859 7208 10701;
1901 : 7538 8439 12406;
1902 : 10454 2976 4403;
1903 : 14535 5953 9475;
1904 : 8668 13928 553;
1905 : 12289 2474 4755;
1906 : 2427 916 1869;
1907 : 5399 8709 1532;
1908 : 10434 10541 5765;
1909 : 1192 8669 3802;
1910 : 4886 10594 6278;
1911 : 13687 4556 6528;
1912 : 2571 1067 10072;
1913 : 12372 4014 8822;
1914 : 12573 10891 11748;
1915 : 13011 5508 9759;
1916 : 9266 4593 2303;
1917 : 10997 6891 13071;
1918 : 11230 9224 14499;
1919 : 8580 9551 13764;
1920 : 7212 14909 7109;
1921 : 661 11258 5658;
1922 : 9771 8419 12827;
